X,Y,ORIENTATION,TIMESTAMP,BEACON_01,BEACON_02,BEACON_03,BEACON_04,BEACON_05,BEACON_06,BEACON_07,BEACON_08,BEACON_09,BEACON_10,BEACON_11
34.3,28.8,90,1615115385867,100.0,-78.5,-81.0,100.0,100.0,100.0,100.0,-93.0,100.0,-67.75,100.0
34.3,28.8,180,1615115412825,100.0,-78.33333333333333,-82.5,100.0,100.0,100.0,100.0,-86.0,100.0,-72.8,100.0
34.3,28.8,270,1615115438810,100.0,-79.0,-83.5,100.0,100.0,100.0,100.0,-90.66666666666667,100.0,-78.0,100.0
35.5,6.9,0,1615122126258,100.0,100.0,100.0,-87.0,-76.6,-65.85714285714286,-93.0,100.0,100.0,100.0,100.0
35.5,6.9,90,1615122154504,100.0,100.0,100.0,-87.4,-79.16666666666667,-65.0,-89.5,100.0,100.0,100.0,100.0
35.5,6.9,180,1615122178587,100.0,100.0,100.0,-82.4,-81.14285714285714,-65.57142857142857,-93.5,100.0,100.0,100.0,100.0
35.5,6.9,270,1615122199945,100.0,100.0,100.0,-83.0,-82.5,-62.5,100.0,100.0,100.0,100.0,100.0
35.5,30.4,0,1615119205155,-88.75,-73.5,-71.4,100.0,100.0,100.0,100.0,-85.71428571428571,-94.0,-82.85714285714286,100.0
35.5,30.4,90,1615119230225,-89.5,-74.0,-69.16666666666667,100.0,100.0,100.0,100.0,-87.0,-88.5,-84.25,100.0
35.5,30.4,180,1615119255100,-85.6,-71.0,-70.33333333333333,100.0,100.0,100.0,100.0,-82.0,-94.0,-84.25,100.0
35.5,30.4,270,1615119279149,-87.0,-73.16666666666667,-65.6,100.0,100.0,100.0,100.0,-84.5,-88.66666666666667,-81.66666666666667,100.0
37.2,6.9,0,1615122236247,100.0,100.0,100.0,-88.0,-80.0,-68.8,-91.0,100.0,100.0,100.0,100.0
37.2,6.9,90,1615122262624,100.0,100.0,100.0,-89.0,-80.33333333333333,-68.71428571428571,-91.0,100.0,100.0,100.0,100.0
37.2,6.9,180,1615122285173,100.0,100.0,100.0,-88.33333333333333,-78.57142857142857,-68.0,100.0,100.0,100.0,100.0,100.0
37.2,6.9,270,1615122310042,100.0,100.0,100.0,-89.0,-79.4,-75.0,100.0,100.0,100.0,100.0,100.0
37.2,30.4,0,1615119324056,-86.66666666666667,-75.85714285714286,-73.0,100.0,100.0,100.0,100.0,-86.0,-89.5,-89.25,100.0
37.2,30.4,90,1615119349148,-87.5,-75.0,-71.0,100.0,100.0,100.0,100.0,-87.75,-90.0,-83.0,100.0
37.2,30.4,180,1615119372086,-82.5,-78.6,-71.83333333333333,100.0,100.0,100.0,100.0,-84.25,-88.25,-85.75,100.0
37.2,30.4,270,1615119396872,100.0,-74.33333333333333,-74.0,100.0,100.0,100.0,100.0,-85.75,-87.0,-84.5,100.0
38.9,6.9,0,1615122345871,100.0,100.0,100.0,100.0,-83.0,-69.85714285714286,-96.0,100.0,100.0,100.0,100.0
38.9,6.9,90,1615122373010,100.0,100.0,100.0,100.0,-79.0,-73.0,-96.0,100.0,100.0,100.0,100.0
38.9,6.9,180,1615122397438,100.0,100.0,100.0,-82.66666666666667,-72.6,-70.83333333333333,-93.0,100.0,100.0,100.0,100.0
38.9,6.9,270,1615122422361,100.0,100.0,100.0,-88.0,-75.6,-71.5,100.0,100.0,100.0,100.0,100.0
38.9,30.4,0,1615119433068,-87.16666666666667,-77.8,-78.8,100.0,100.0,100.0,100.0,-86.25,-90.0,100.0,100.0
38.9,30.4,90,1615119459678,-87.5,-72.33333333333333,-74.0,100.0,100.0,100.0,100.0,-88.0,100.0,-87.5,100.0
38.9,30.4,180,1615119481438,-88.0,-70.71428571428571,-69.42857142857143,100.0,100.0,100.0,100.0,-85.0,100.0,-82.16666666666667,-95.0
38.9,30.4,270,1615119508773,-90.0,-72.5,-73.66666666666667,100.0,100.0,100.0,100.0,-89.0,-90.0,-87.33333333333333,100.0
40.6,6.9,0,1615122453161,100.0,100.0,100.0,100.0,-80.85714285714286,-74.0,100.0,100.0,100.0,100.0,100.0
40.6,6.9,90,1615122473792,100.0,100.0,100.0,-90.0,-77.25,-72.83333333333333,-91.0,100.0,100.0,100.0,100.0
40.6,6.9,180,1615122499573,100.0,100.0,100.0,-90.5,-78.6,-79.25,-90.66666666666667,100.0,100.0,100.0,100.0
40.6,6.9,270,1615122525008,100.0,100.0,100.0,-89.0,-79.83333333333333,-66.0,100.0,100.0,100.0,100.0,100.0
40.6,30.4,0,1615119541543,-89.0,-77.66666666666667,-80.2,100.0,100.0,100.0,100.0,-89.66666666666667,-90.5,-88.0,100.0
40.6,30.4,90,1615119565131,-87.5,-74.71428571428571,-75.85714285714286,100.0,100.0,100.0,100.0,-87.0,100.0,-90.0,100.0
40.6,30.4,180,1615119588387,-87.0,-70.66666666666667,-78.5,100.0,100.0,100.0,100.0,-83.75,-93.0,-85.66666666666667,100.0
40.6,30.4,270,1615119612269,-88.33333333333333,-75.33333333333333,-74.33333333333333,100.0,100.0,100.0,100.0,-87.25,-91.0,100.0,100.0
